1110 15 6235
33 9 148.4611358642578 369.8701171875 
33 6 171.29922485351562 381.41741943359375 
33 5 179.66586303710938 372.94036865234375 
33 7 160.84454345703125 373.1831359863281 
34 8 148.55645751953125 380.40057373046875 
34 9 146.60592651367188 370.6134338378906 
34 6 169.71234130859375 382.9095458984375 
34 5 178.28627014160156 373.78631591796875 
34 7 159.36056518554688 373.9012756347656 
35 8 145.13473510742188 380.9367980957031 
35 9 143.48878479003906 371.84893798828125 
35 6 166.50936889648438 383.70013427734375 
35 5 175.30682373046875 375.29376220703125 
35 7 156.06869506835938 375.22705078125 
36 8 143.49984741210938 382.0286560058594 
36 9 141.6022491455078 372.5188293457031 
36 6 164.84902954101562 385.2294616699219 
36 5 173.8128662109375 376.228515625 
36 7 154.5636444091797 375.8524169921875 
37 8 140.6767578125 383.4814453125 
37 9 139.3477783203125 374.027099609375 
37 6 162.46072387695312 387.28924560546875 
37 5 171.5577392578125 378.08099365234375 
37 7 152.28065490722656 377.7262268066406 
38 8 139.52294921875 384.2614440917969 
38 9 137.87538146972656 374.495849609375 
38 6 161.4744873046875 387.5500183105469 
38 5 170.72691345214844 378.98663330078125 
38 7 151.17959594726562 378.0494689941406 
39 8 140.27450561523438 383.61578369140625 
39 9 138.53305053710938 374.4061584472656 
39 6 162.52001953125 387.11151123046875 
39 5 171.7084197998047 377.78369140625 
39 7 152.06658935546875 377.6405029296875 
40 8 141.65780639648438 383.46881103515625 
40 9 139.6367950439453 374.204833984375 
40 6 164.3234405517578 385.96136474609375 
40 5 173.30938720703125 377.16583251953125 
40 7 153.53265380859375 377.18408203125 
41 8 146.70982360839844 379.4975280761719 
41 9 144.44796752929688 370.3595275878906 
41 6 169.49398803710938 381.5028381347656 
41 5 178.093505859375 372.29559326171875 
41 7 158.42086791992188 372.7150573730469 
42 8 152.59036254882812 373.3440856933594 
42 9 149.80685424804688 364.2882080078125 
42 6 175.3690948486328 375.15789794921875 
42 5 183.663330078125 365.692138671875 
42 7 164.23226928710938 366.0135192871094 
43 8 159.24853515625 366.5434265136719 
43 9 156.41842651367188 357.5027770996094 
43 6 181.77786254882812 367.7948913574219 
43 5 189.8582763671875 359.1329040527344 
43 7 170.66134643554688 359.42828369140625 
44 8 168.13880920410156 359.1450500488281 
44 9 165.28121948242188 350.3830261230469 
44 5 198.35813903808594 351.372314453125 
44 6 190.65805053710938 359.9919128417969 
44 7 179.5088653564453 351.5578308105469 
45 9 173.08778381347656 344.9723205566406 
45 8 176.218505859375 353.624267578125 
45 5 205.8825225830078 345.726318359375 
45 6 198.5233917236328 354.7709045410156 
45 7 187.48646545410156 346.0836181640625 
46 8 181.052734375 351.0159606933594 
46 9 177.83810424804688 342.4320068359375 
46 5 210.50450134277344 343.52490234375 
46 6 203.17799377441406 352.0661926269531 
46 7 192.41891479492188 343.58331298828125 
47 8 186.29014587402344 346.042236328125 
47 9 183.25123596191406 337.6432800292969 
47 5 215.45556640625 339.19970703125 
47 6 208.24325561523438 347.4320068359375 
47 7 197.54505920410156 339.23828125 
48 8 190.03517150878906 344.02423095703125 
48 9 186.82794189453125 335.8271179199219 
48 6 211.57627868652344 345.4867858886719 
48 5 218.78329467773438 337.3974609375 
48 7 201.2062530517578 337.3059997558594 
49 8 191.9134979248047 345.3095703125 
49 9 188.74432373046875 336.7362976074219 
49 5 220.3548583984375 338.7033996582031 
49 6 213.19454956054688 347.1017761230469 
49 7 202.98379516601562 338.6653137207031 
50 8 193.53709411621094 347.5882873535156 
50 9 190.38954162597656 339.28265380859375 
50 6 214.7606658935547 349.43731689453125 
50 5 221.76983642578125 341.3568420410156 
50 7 204.51748657226562 341.35504150390625 
51 8 195.6332550048828 351.30267333984375 
51 9 192.5260467529297 342.55133056640625 
51 6 216.70269775390625 353.0501403808594 
51 5 223.53152465820312 344.53363037109375 
51 7 206.627197265625 344.9034118652344 
52 8 199.1032257080078 356.0743103027344 
52 9 196.0698699951172 347.55865478515625 
52 6 220.20245361328125 357.6316223144531 
52 5 226.82928466796875 349.4779357910156 
52 7 210.18394470214844 349.65185546875 
53 8 203.5322723388672 361.4670715332031 
53 9 200.42282104492188 352.80035400390625 
53 6 224.40264892578125 363.3809509277344 
53 5 231.0594940185547 354.9009704589844 
53 7 214.50778198242188 355.447021484375 
54 6 230.6844024658203 369.55224609375 
54 8 209.88758850097656 367.8654479980469 
54 5 237.17042541503906 361.0721130371094 
54 9 206.6103057861328 359.31182861328125 
54 7 220.66908264160156 361.61163330078125 
55 6 234.1570587158203 377.4797058105469 
55 8 213.2626190185547 375.6397705078125 
55 9 209.99732971191406 366.9548034667969 
55 5 240.75892639160156 368.89337158203125 
55 7 224.42111206054688 369.5947265625 
56 6 239.8428497314453 384.1771545410156 
56 8 218.71261596679688 382.48388671875 
56 5 246.0115966796875 375.2938537597656 
56 9 215.3492889404297 373.6123046875 
56 7 229.82974243164062 376.5084533691406 
57 6 244.23988342285156 390.8402404785156 
57 8 223.09976196289062 389.0614318847656 
57 5 250.57662963867188 381.4416198730469 
57 9 219.74874877929688 379.9742431640625 
57 7 234.3837890625 383.2342529296875 
58 6 249.34234619140625 396.36578369140625 
58 8 228.07496643066406 394.873046875 
58 5 255.31008911132812 386.9788818359375 
58 9 224.39987182617188 385.6641845703125 
58 7 239.43458557128906 388.9954528808594 
59 6 257.099609375 399.4136962890625 
59 8 235.8902587890625 398.0129699707031 
59 5 262.93035888671875 389.7477722167969 
59 7 247.139404296875 391.8857421875 
59 9 231.9532470703125 389.0169372558594 
60 6 264.02392578125 401.2646484375 
60 8 242.72634887695312 400.0031433105469 
60 5 269.6859130859375 391.4382629394531 
60 9 238.39808654785156 390.9950866699219 
60 7 253.90206909179688 393.7662353515625 
61 6 269.8876037597656 403.5605163574219 
61 8 248.15536499023438 402.77069091796875 
61 5 275.1622619628906 393.5262145996094 
61 9 243.88185119628906 393.51953125 
61 7 259.63134765625 396.40057373046875 
62 6 271.978271484375 406.9225769042969 
62 8 250.22332763671875 405.761474609375 
62 5 277.271240234375 396.8699645996094 
62 9 245.8452606201172 396.69171142578125 
62 7 261.6850891113281 399.61798095703125 
63 6 273.7977600097656 409.2374572753906 
63 8 251.943603515625 408.05340576171875 
63 5 279.0153503417969 399.0848083496094 
63 7 263.4853515625 401.7464294433594 
63 9 247.47666931152344 398.934814453125 
64 6 275.8624267578125 409.9918212890625 
64 8 253.81329345703125 409.10125732421875 
64 7 265.4631042480469 402.7220153808594 
64 5 281.0035095214844 399.6839904785156 
64 9 249.3019561767578 399.5064697265625 
65 6 276.92462158203125 408.9698486328125 
65 8 254.67660522460938 407.7041320800781 
65 5 282.2052307128906 398.6302795410156 
65 7 266.51495361328125 401.515380859375 
65 9 250.08937072753906 398.2591857910156 
66 6 275.568603515625 405.55950927734375 
66 8 253.3000946044922 404.33502197265625 
66 5 280.98004150390625 395.4277038574219 
66 7 265.1895446777344 398.0093078613281 
66 9 248.69515991210938 394.9855651855469 
67 6 273.8711242675781 399.7973937988281 
67 8 251.48092651367188 398.3211975097656 
67 5 279.37957763671875 389.6099853515625 
67 7 263.52984619140625 392.0409851074219 
67 9 247.0309600830078 388.8929138183594 
68 6 270.2751159667969 395.31878662109375 
68 8 247.943603515625 393.53662109375 
68 5 275.9259338378906 385.15380859375 
68 7 260.11126708984375 387.4046630859375 
68 9 243.52073669433594 383.7940368652344 
69 6 265.4147033691406 390.66827392578125 
69 8 243.1407470703125 389.3131103515625 
69 5 271.10369873046875 380.7450256347656 
69 7 255.1600799560547 383.0203857421875 
69 9 238.75550842285156 379.6159362792969 
70 6 260.791015625 385.94677734375 
70 8 238.25814819335938 384.87237548828125 
70 5 266.267333984375 375.9185791015625 
70 7 250.41259765625 378.16802978515625 
70 9 233.99737548828125 375.4733581542969 
71 6 256.946533203125 381.2950439453125 
71 8 234.6487274169922 380.224365234375 
71 5 262.6078186035156 371.3800354003906 
71 7 246.55996704101562 373.54693603515625 
71 9 230.2076873779297 371.192138671875 
72 6 252.5336456298828 377.862548828125 
72 8 230.12741088867188 377.3180236816406 
72 5 257.9925842285156 368.0244445800781 
72 9 225.52435302734375 367.78125 
72 7 242.02633666992188 370.3189697265625 
73 6 247.8630828857422 375.55474853515625 
73 8 225.2606201171875 375.0831604003906 
73 5 253.4341278076172 365.5873107910156 
73 7 237.25360107421875 367.83123779296875 
73 9 220.7108154296875 365.5843505859375 
74 6 242.57180786132812 373.2605285644531 
74 8 219.89024353027344 372.5010681152344 
74 5 248.19680786132812 363.32879638671875 
74 7 232.01776123046875 365.4844970703125 
74 9 215.37510681152344 363.3231201171875 
75 6 236.42794799804688 370.325439453125 
75 8 213.61700439453125 369.61480712890625 
75 5 242.25338745117188 360.4355773925781 
75 9 209.1171112060547 360.3511962890625 
75 7 225.84971618652344 362.7135009765625 
76 6 231.79351806640625 367.484375 
76 8 208.92050170898438 367.259033203125 
76 5 237.63551330566406 357.5383605957031 
76 9 204.3314208984375 357.7679138183594 
76 7 221.0673065185547 359.7942810058594 
77 6 224.9995880126953 365.6737060546875 
77 8 202.11346435546875 365.46875 
77 5 230.96408081054688 355.72857666015625 
77 9 197.48350524902344 356.2696533203125 
77 7 214.14886474609375 358.091064453125 
78 6 218.2942352294922 365.68475341796875 
78 8 195.05130004882812 365.5439147949219 
78 5 224.33236694335938 355.66192626953125 
78 9 190.4654541015625 356.27099609375 
78 7 207.25587463378906 358.15301513671875 
79 6 213.3778533935547 365.2215270996094 
79 8 189.98602294921875 364.92608642578125 
79 9 185.40267944335938 355.4952392578125 
79 5 219.63629150390625 355.2671813964844 
79 7 202.3694610595703 357.4931945800781 
80 6 212.11985778808594 361.7165832519531 
80 8 188.56732177734375 361.5687255859375 
80 5 218.4405517578125 351.69091796875 
80 9 184.04000854492188 352.2120666503906 
80 7 201.00961303710938 354.0602111816406 
81 6 210.8808135986328 360.0484619140625 
81 8 187.19003295898438 359.7716369628906 
81 9 182.57725524902344 350.5224914550781 
81 5 217.15264892578125 350.0037536621094 
81 7 199.62034606933594 352.3168029785156 
82 6 209.20668029785156 360.61419677734375 
82 8 185.31857299804688 360.2529296875 
82 5 215.53564453125 350.5028381347656 
82 9 180.79354858398438 350.9496765136719 
82 7 197.83956909179688 352.7745666503906 
83 6 207.4688262939453 360.8963623046875 
83 8 183.41372680664062 360.6833801269531 
83 9 178.765380859375 351.296630859375 
83 5 213.82308959960938 350.6087951660156 
83 7 195.9750213623047 352.9760437011719 
84 6 205.42318725585938 360.5153503417969 
84 8 181.12733459472656 360.7264709472656 
84 9 176.31593322753906 351.2153625488281 
84 5 211.81198120117188 350.2088623046875 
84 7 193.7304229736328 352.7203369140625 
85 6 203.11314392089844 360.05499267578125 
85 8 178.6501007080078 360.46026611328125 
85 9 173.9170684814453 351.1120300292969 
85 5 209.4989013671875 349.69500732421875 
85 7 191.21865844726562 352.4019470214844 
86 8 176.062255859375 359.36053466796875 
86 6 200.65701293945312 359.1047058105469 
86 9 171.10317993164062 349.77301025390625 
86 5 206.8927764892578 348.3835754394531 
86 7 188.58642578125 351.2586669921875 
87 6 198.52426147460938 355.6521301269531 
87 8 173.798095703125 356.4009704589844 
87 9 168.8844757080078 347.1276550292969 
87 5 204.76171875 345.4342041015625 
87 7 186.34385681152344 348.01904296875 
88 8 171.4647674560547 353.47900390625 
88 6 196.13034057617188 352.8458251953125 
88 9 166.29432678222656 343.89111328125 
88 5 202.41729736328125 342.3345947265625 
88 7 183.9595947265625 345.1725158691406 
89 8 169.04745483398438 351.3616638183594 
89 6 193.70065307617188 350.6830749511719 
89 9 163.90272521972656 341.8450012207031 
89 5 199.99871826171875 340.1927490234375 
89 7 181.42218017578125 343.18011474609375 
90 8 167.95913696289062 349.2507629394531 
90 6 192.54318237304688 348.3912658691406 
90 9 162.7449951171875 339.7874755859375 
90 5 198.8616943359375 337.9595947265625 
90 7 180.24159240722656 340.9035339355469 
91 6 190.91885375976562 345.07373046875 
91 8 166.2425079345703 345.7042541503906 
91 9 160.9290008544922 336.5795593261719 
91 5 197.10003662109375 334.8045349121094 
91 7 178.54901123046875 337.5084228515625 
92 8 164.5867462158203 342.7432861328125 
92 6 189.2996826171875 341.463134765625 
92 9 159.21786499023438 333.4646301269531 
92 5 195.3866424560547 331.3449401855469 
92 7 176.91629028320312 333.98101806640625 
93 8 162.36624145507812 342.2564697265625 
93 6 187.05384826660156 341.0753479003906 
93 9 156.82337951660156 333.3776550292969 
93 5 193.0717010498047 330.6086120605469 
93 7 174.54135131835938 333.5603332519531 
94 8 159.26251220703125 343.96978759765625 
94 6 184.14620971679688 342.457275390625 
94 9 153.60740661621094 335.02081298828125 
94 5 190.04293823242188 331.8976745605469 
94 7 171.48834228515625 335.3628234863281 
95 8 157.23434448242188 345.2957763671875 
95 6 182.2491912841797 343.3808288574219 
95 9 151.45208740234375 335.8676452636719 
95 5 188.06088256835938 332.9639892578125 
95 7 169.5044403076172 336.3190002441406 
96 8 154.83694458007812 346.3833312988281 
96 6 180.06707763671875 344.27392578125 
96 9 148.98268127441406 337.381103515625 
96 5 185.80160522460938 333.6205139160156 
96 7 167.2993927001953 337.4051513671875 
97 8 153.43902587890625 347.47998046875 
97 6 178.8572998046875 345.1958312988281 
97 9 147.41725158691406 338.1570129394531 
97 5 184.47146606445312 334.4901428222656 
97 7 165.8839874267578 338.201904296875 
98 8 153.00595092773438 347.2841796875 
98 6 178.4323272705078 344.81005859375 
98 9 146.7616424560547 337.8533935546875 
98 5 183.96453857421875 333.7585144042969 
98 7 165.33383178710938 337.7315673828125 
99 8 152.30026245117188 345.931884765625 
99 6 177.83091735839844 343.3738098144531 
99 9 145.9589080810547 337.0450744628906 
99 5 183.34555053710938 332.63397216796875 
99 7 164.77748107910156 336.5860290527344 
100 8 151.69419860839844 343.9749755859375 
100 6 177.38832092285156 341.468994140625 
100 9 145.18325805664062 335.14105224609375 
100 7 164.18528747558594 334.51806640625 
100 5 182.6708984375 330.66815185546875 
101 8 151.05885314941406 343.2425537109375 
101 6 176.84130859375 340.1426696777344 
101 9 144.4659423828125 333.8823547363281 
101 5 181.9233856201172 329.5149841308594 
101 7 163.55357360839844 333.50677490234375 
102 8 149.17564392089844 342.34259033203125 
102 6 174.87586975097656 339.36151123046875 
102 9 142.3255615234375 333.3916320800781 
102 7 161.6786346435547 332.55499267578125 
102 5 179.9598388671875 328.6212158203125 
103 8 147.416748046875 339.2120056152344 
103 6 173.0104217529297 335.6697082519531 
103 9 140.45587158203125 329.9123229980469 
103 5 177.83963012695312 325.2749328613281 
103 7 159.88478088378906 329.2288818359375 
104 8 146.7853546142578 335.1612548828125 
104 6 172.23001098632812 331.41656494140625 
104 9 139.6240234375 325.98248291015625 
104 7 159.05923461914062 324.9698791503906 
104 5 176.87744140625 320.8897705078125 
105 8 145.48007202148438 333.386474609375 
105 6 170.82325744628906 329.6046142578125 
105 9 138.3767547607422 324.579345703125 
105 7 157.74342346191406 323.31329345703125 
105 5 175.30960083007812 319.2388916015625 
106 8 146.02476501464844 333.2164611816406 
106 6 171.413330078125 329.6469421386719 
106 9 138.76785278320312 324.4069519042969 
106 7 158.39085388183594 323.36688232421875 
106 5 175.9121856689453 319.2037048339844 
107 8 148.12872314453125 333.2243957519531 
107 6 173.49623107910156 329.7152404785156 
107 9 141.01405334472656 324.2434997558594 
107 7 160.51956176757812 323.32000732421875 
107 5 177.94854736328125 319.220458984375 
108 8 149.5389404296875 332.1162414550781 
108 10 138.49534606933594 330.44000244140625 
108 6 174.8759765625 329.160400390625 
108 9 142.45635986328125 323.4170837402344 
108 7 162.06520080566406 322.2623596191406 
108 5 179.4912872314453 318.5550231933594 
109 8 150.7405242919922 331.36614990234375 
109 10 139.5 328.5 
109 6 176.13369750976562 328.6551513671875 
109 9 143.7460174560547 322.2395324707031 
109 5 180.91488647460938 318.0186462402344 
109 7 163.47401428222656 321.53582763671875 
110 8 152.40951538085938 330.834228515625 
110 6 177.81472778320312 327.9780578613281 
110 9 145.44923400878906 321.5753479003906 
110 7 165.1796875 321.08001708984375 
110 5 182.50376892089844 317.527587890625 
111 8 155.31617736816406 330.1574401855469 
111 6 180.66709899902344 327.72039794921875 
111 7 168.13087463378906 320.64971923828125 
111 5 185.46151733398438 317.49053955078125 
111 9 148.45726013183594 321.3041076660156 
112 8 156.60397338867188 329.49456787109375 
112 10 145.4539031982422 326.3351745605469 
112 6 182.1024169921875 327.4010009765625 
112 7 169.67181396484375 319.8764343261719 
112 9 149.88169860839844 320.1802978515625 
112 5 186.91746520996094 316.9159240722656 
113 8 156.2496337890625 327.66473388671875 
113 6 181.61785888671875 325.62762451171875 
113 10 144.50439453125 324.5219421386719 
113 7 169.2111358642578 318.1962585449219 
113 9 149.43606567382812 318.49053955078125 
113 5 186.45263671875 315.4828796386719 
114 8 154.8992462158203 326.2291259765625 
114 6 180.43014526367188 324.1374816894531 
114 10 143.3894805908203 324.06463623046875 
114 9 147.98629760742188 317.2239990234375 
114 7 168.02435302734375 316.87506103515625 
114 5 185.13449096679688 313.86346435546875 
115 8 153.10678100585938 325.71588134765625 
115 10 141.37550354003906 323.8404846191406 
115 6 178.61117553710938 323.4822082519531 
115 7 166.0908966064453 316.07965087890625 
115 9 145.9652099609375 316.78564453125 
115 5 183.14718627929688 312.85394287109375 
116 8 150.5749053955078 326.3985595703125 
116 10 138.493408203125 324.4664611816406 
116 6 176.05087280273438 323.4273986816406 
116 9 143.2823486328125 317.44354248046875 
116 7 163.5163116455078 316.3802185058594 
116 5 180.31539916992188 312.7911682128906 
117 8 147.50918579101562 327.53472900390625 
117 10 135.2213134765625 325.99530029296875 
117 6 172.97482299804688 324.13330078125 
117 9 139.81832885742188 318.97711181640625 
117 7 160.36431884765625 317.4623718261719 
117 5 176.76657104492188 313.7291564941406 
118 8 143.5107879638672 328.53326416015625 
118 10 130.50132751464844 326.5047302246094 
118 6 168.96209716796875 324.7101745605469 
118 9 135.5455322265625 319.603759765625 
118 7 156.1933135986328 317.8568420410156 
118 5 172.5697021484375 314.3183898925781 
119 8 141.06402587890625 329.9717712402344 
119 10 127.94776916503906 328.4560546875 
119 6 166.52793884277344 325.59765625 
119 9 132.86024475097656 321.5503234863281 
119 7 153.60867309570312 319.3974914550781 
119 5 169.82473754882812 315.0078125 
120 8 139.48458862304688 333.48516845703125 
120 10 126.02062225341797 332.3097839355469 
120 6 164.94216918945312 328.6662902832031 
120 9 131.0110321044922 325.0906677246094 
120 7 152.00604248046875 322.4288635253906 
120 5 167.9486846923828 317.89276123046875 
121 8 139.09852600097656 336.8095397949219 
121 10 125.50285339355469 336.39471435546875 
121 6 164.49632263183594 331.3209228515625 
121 9 130.4313507080078 328.3106689453125 
121 7 151.5281982421875 325.3619079589844 
121 5 167.2579803466797 320.4121398925781 
122 8 139.8546600341797 339.1871337890625 
122 10 125.5445327758789 338.4951477050781 
122 6 165.07571411132812 333.02978515625 
122 11 120.93444061279297 330.5 
122 9 130.8291473388672 330.9189453125 
122 7 152.1223907470703 327.2969970703125 
122 5 167.489990234375 322.33935546875 
123 10 124.50344848632812 341.0276184082031 
123 8 138.87806701660156 341.3009033203125 
123 6 164.06427001953125 334.8763427734375 
123 11 119.42959594726562 332.5 
123 7 151.03359985351562 329.31024169921875 
123 5 166.24404907226562 323.7378845214844 
123 9 129.576171875 333.35723876953125 
124 10 121.77777099609375 343.68133544921875 
124 8 136.41835021972656 343.44091796875 
124 6 161.84951782226562 336.6036376953125 
124 9 126.82257080078125 335.3785095214844 
124 7 148.60678100585938 331.2925720214844 
124 5 163.7284698486328 325.42340087890625 
125 10 120.82833862304688 345.6154479980469 
125 8 135.74685668945312 345.19146728515625 
125 6 161.24331665039062 337.67999267578125 
125 9 126.06568908691406 337.1213684082031 
125 7 147.89678955078125 332.5250549316406 
125 5 162.90525817871094 326.7446594238281 
126 10 121.14285278320312 347.707763671875 
126 8 136.23468017578125 347.14959716796875 
126 6 161.63548278808594 339.3431091308594 
126 11 114.92381286621094 338.9180908203125 
126 9 126.27400207519531 339.1470031738281 
126 7 148.2654266357422 333.98931884765625 
126 5 163.32183837890625 328.3133850097656 
127 10 121.35472869873047 349.4127502441406 
127 8 136.684814453125 348.5933837890625 
127 11 114.94591522216797 340.6656494140625 
127 6 162.12100219726562 340.5740051269531 
127 9 126.59182739257812 340.63348388671875 
127 7 148.70602416992188 335.4947814941406 
127 5 163.30996704101562 328.9508056640625 
128 10 121.60149383544922 350.206298828125 
128 8 137.24545288085938 349.1324768066406 
128 6 162.74609375 341.0809020996094 
128 9 127.0753173828125 341.1966247558594 
128 11 115.36426544189453 341.85369873046875 
128 7 149.33306884765625 335.7567138671875 
128 5 163.67739868164062 329.5284729003906 
129 10 121.43669891357422 350.2872619628906 
129 8 137.29733276367188 349.2257080078125 
129 6 162.77337646484375 341.1306457519531 
129 9 127.04068756103516 341.25665283203125 
129 11 114.88203430175781 341.8181457519531 
